Numero,Fecha,Boleta,Tipo,Precio actual,Precio final,Estado
779,2005-01-29 02:19:48,1106993988,dgx,0.48,19.89,Alto
780,2010-12-31 06:08:33,1293804513,dgx,82.12,13.36,Bajo
781,2011-12-25 10:56:58,1324839418,dgx,118.58,21.65,Bajo
782,2012-03-22 20:42:39,1332474159,dgx,108.34,20.53,Bajo
783,2013-05-07 08:52:46,1367941966,dgx,80.64,17.48,Bajo
784,2012-06-10 08:23:21,1339341801,dhi,64.99,38.21,Bajo
785,2013-05-16 16:55:48,1368748548,dhi,87.43,9.16,Bajo
786,2004-09-27 07:59:04,1096297144,dhr,0.327,25.6,Bajo
787,2004-11-26 19:00:37,1101524437,dhr,0.313,26.81,Bajo
788,2005-01-21 20:12:57,1106367177,dhr,0.313,24.58,Bajo
789,2011-09-25 18:02:31,1316998951,dhr,39.7,13.32,Bajo
790,2011-12-30 08:02:36,1325260956,dhr,35.6,15.84,Bajo
791,2013-04-23 09:19:42,1366733982,dhr,22.64,16.94,Bajo
792,2013-04-25 03:17:06,1366885026,dhr,22.64,17.22,Bajo
793,2004-03-27 08:39:48,1080401988,dis,0.548,27.19,Alto
794,2004-06-20 18:32:54,1087781574,dis,0.619,24.39,Alto
795,2004-08-11 14:49:21,1092260961,dis,0.619,20.36,Bajo
796,2004-11-02 15:05:35,1099433135,dis,0.571,23.65,Alto
797,2005-01-17 01:54:46,1105955686,dis,0.517,25.25,Alto
798,2005-02-04 07:35:55,1107531355,dis,0.521,25.4,Alto
799,2005-03-09 15:52:13,1110412333,dis,0.521,24.79,Alto
800,2011-09-03 07:59:12,1315061952,dis,32.39,13.77,Alto
801,2011-10-11 04:36:45,1318333005,dis,32.39,13.99,Alto
802,2011-11-02 23:39:05,1320302345,dis,32.39,14.45,Alto
803,2012-01-03 13:50:51,1325627451,dis,36.16,14.88,Alto
804,2012-03-16 04:36:14,1331897774,dis,36.49,16.51,Alto
805,2012-06-16 03:34:07,1339842847,dis,40.16,16.87,Alto
806,2012-07-28 10:50:20,1343497820,dis,40.16,17.89,Alto
807,2012-08-15 16:26:11,1345073171,dis,35.71,16.47,Alto
808,2012-11-12 03:46:06,1352720766,dis,34.11,15.04,Alto
809,2013-02-06 07:03:38,1360163018,dis,34.78,17.35,Alto
810,2013-04-22 06:29:41,1366637381,dis,40.25,19.86,Alto
811,2013-05-08 15:31:47,1368052307,dis,40.25,20.93,Alto
812,2013-08-07 21:54:11,1375937651,dis,38.37,19.97,Alto
813,2013-04-22 06:29:54,1366637394,disca,83.32,31.38,Alto
814,2013-05-21 10:24:04,1369157044,disca,102.45,30.97,Alto
815,2004-11-24 03:31:11,1101295871,dks,1.369,35.9,Alto
816,2004-12-16 23:49:05,1103269745,dks,1.69,33.67,Alto
817,2005-02-05 05:40:57,1107610857,dks,1.69,35.33,Alto
818,2012-01-20 04:10:41,1327061441,dks,8.97,21.3,Alto
819,2012-05-07 03:39:54,1336387194,dks,9.74,23.91,Alto
820,2012-11-14 10:19:35,1352917175,dks,1.43,24.39,Alto
821,2012-11-19 00:18:14,1353313094,dks,1.33,23.17,Alto
822,2013-01-23 16:11:03,1358986263,dks,1.33,22.12,Alto
823,2013-05-18 11:04:29,1368900269,dks,1.02,22.55,Alto
824,2013-07-02 10:50:50,1372787450,dlph,85.54,16.42,Alto
825,2004-02-15 07:47:33,1076860053,dltr,0.234,21.04,Bajo
826,2004-09-28 01:03:32,1096358612,dltr,0.269,17.13,Bajo
827,2004-10-20 11:29:57,1098296997,dltr,0.269,16.46,Bajo
828,2005-01-03 02:05:35,1104746735,dltr,0.25,18.72,Bajo
829,2005-01-26 13:09:19,1106773759,dltr,0.25,17.67,Bajo
830,2005-02-07 02:29:23,1107772163,dltr,0.25,17.87,Bajo
831,2005-05-09 20:07:41,1115694461,dltr,0.242,15.11,Bajo
832,2011-10-03 23:18:37,1317709117,dltr,16.72,20.44,Alto
833,2011-11-18 21:54:52,1321682092,dltr,16.72,21.07,Alto
834,2012-03-19 05:03:03,1332158583,dltr,19.75,23.15,Alto
835,2012-07-21 19:43:53,1342925033,dltr,17.93,24.37,Alto
836,2012-09-23 16:46:36,1348443996,dltr,17.35,21.63,Alto
837,2012-10-12 04:10:18,1350040218,dltr,17.35,19.28,Alto
838,2012-11-04 04:51:10,1352033470,dltr,17.35,17.63,Bajo
839,2013-02-06 16:16:24,1360196184,dltr,17.18,15.97,Bajo
840,2013-04-23 18:21:20,1366766480,dltr,16.27,18.06,Alto
841,2011-02-23 18:31:00,1298514660,dlx,333.82,8.28,Bajo
842,2012-01-23 08:13:39,1327335219,dlx,273.7,8.67,Bajo
843,2012-10-22 11:20:43,1350930043,dlx,206.77,9.36,Bajo
844,2013-05-12 21:32:54,1368419574,dlx,141.64,11.63,Bajo
845,2004-10-10 12:41:31,1097437291,dnr,0.645,20.73,Alto
846,2005-01-06 11:51:53,1105041113,dnr,0.446,18.76,Alto
847,2005-03-16 21:11:54,1111032714,dnr,0.446,25.47,Alto
848,2011-01-20 13:11:54,1295557914,dnr,64.06,24.36,Alto
849,2011-08-15 20:39:52,1313465992,dnr,49.41,22.54,Alto
850,2013-03-17 08:49:10,1363535350,dnr,61.42,13.79,Bajo
851,2010-12-30 21:23:57,1293773037,do,40.01,9.26,Alto
852,2011-03-03 18:57:37,1299207457,do,38.73,11.41,Alto
853,2011-05-20 03:42:34,1305888154,do,37.46,10.95,Alto
854,2011-08-03 00:40:40,1312357240,do,36.13,9.53,Alto
855,2011-10-02 21:47:45,1317617265,do,36.13,7.95,Alto
856,2011-12-22 15:11:32,1324595492,do,35.11,7.7,Alto
857,2013-02-03 03:21:23,1359890483,do,32.94,14.1,Alto
858,2013-04-22 02:17:08,1366622228,do,32.69,12.61,Alto
859,2013-05-15 17:09:32,1368662972,do,32.32,13.8,Alto
860,2004-04-12 19:34:00,1081823640,dov,0.389,29.36,Bajo
861,2004-06-20 06:13:34,1087737214,dov,0.37,27.0,Alto
862,2004-11-24 20:41:22,1101357682,dov,0.346,21.42,Bajo
863,2005-01-13 13:27:33,1105651653,dov,0.346,20.77,Bajo
864,2005-03-06 23:45:48,1110181548,dov,0.346,20.81,Bajo
865,2005-04-18 10:03:38,1113843818,dov,0.35,17.83,Bajo
866,2013-04-23 09:19:53,1366733993,dov,60.74,14.94,Alto
867,2013-05-10 13:11:15,1368216675,dov,60.74,16.09,Alto
868,2005-03-01 02:16:32,1109672192,dow,1.026,18.8,Alto
869,2005-03-07 09:58:51,1110218331,dow,1.026,19.24,Alto
870,2005-04-03 17:30:58,1112574658,dow,1.026,16.75,Alto
871,2011-04-27 05:15:15,1303906515,dow,105.23,23.24,Bajo
872,2011-08-14 21:55:46,1313384146,dow,80.23,13.49,Bajo
873,2011-10-15 03:22:06,1318674126,dow,80.23,12.69,Bajo
874,2011-12-30 06:12:32,1325254352,dow,77.97,11.76,Bajo
875,2012-01-08 13:18:21,1326057501,dow,77.97,12.42,Bajo
876,2012-03-02 09:57:21,1330711041,dow,92.16,16.63,Bajo
877,2012-06-27 04:06:57,1340795217,dow,85.04,16.85,Bajo
878,2012-06-29 03:34:42,1340966082,dow,85.04,16.49,Bajo
879,2012-12-07 21:19:56,1354943996,dow,81.29,23.4,Bajo
880,2012-05-18 12:22:34,1337368954,dps,119.43,14.95,Alto
881,2012-06-25 18:08:39,1340672919,dps,119.43,15.68,Alto
882,2013-05-11 10:07:02,1368292022,dps,124.92,16.34,Alto
883,2004-05-16 20:24:58,1084764298,dri,0.52,15.77,Alto
884,2004-06-21 00:26:39,1087802799,dri,0.52,15.31,Alto
885,2004-09-26 10:44:02,1096220642,dri,0.527,16.46,Alto
886,2004-11-30 12:43:45,1101847425,dri,0.527,19.42,Alto
887,2004-12-05 09:19:23,1102267163,dri,0.527,19.51,Alto
888,2005-04-10 22:08:52,1113196132,dri,0.506,19.79,Alto
889,2005-05-26 19:15:45,1117160145,dri,0.506,21.01,Alto
890,2013-04-22 06:49:20,1366638560,dri,142.15,14.91,Alto
891,2013-05-13 07:51:51,1368456711,dri,142.15,16.33,Alto
892,2005-02-05 03:36:59,1107603419,dte,1.573,13.72,Bajo
893,2010-10-24 19:24:37,1287973477,dte,121.52,13.29,Alto
894,2011-05-05 22:03:18,1304658198,dte,115.75,14.91,Alto
895,2011-07-05 21:25:09,1309926309,dte,115.75,14.84,Alto
896,2011-07-07 01:12:59,1310026379,dte,115.75,14.81,Bajo
897,2012-06-14 22:02:35,1339736555,dte,111.04,14.68,Alto
898,2012-11-13 14:33:24,1352846004,dte,105.65,14.78,Alto
899,2012-11-17 08:51:02,1353171062,dte,105.65,14.97,Alto
900,2013-02-03 02:32:23,1359887543,dte,105.65,16.15,Alto
901,2013-04-30 10:32:23,1367343143,dte,105.58,18.12,Alto
902,2011-11-14 18:39:12,1321324752,duk,87.83,15.12,Bajo
903,2012-01-01 06:25:29,1325427929,duk,87.83,15.92,Bajo
904,2012-03-22 05:17:53,1332418673,duk,92.56,16.27,Bajo
905,2012-06-15 14:04:22,1339794262,duk,90.38,20.73,Bajo
906,2013-03-14 19:51:58,1363315918,duk,99.23,22.76,Alto
907,2013-04-23 13:25:22,1366748722,duk,99.23,24.19,Alto
908,2013-04-25 02:58:20,1366883900,duk,99.23,24.33,Alto
909,2004-10-11 00:40:37,1097480437,dva,2.428,15.8,Bajo
910,2005-01-27 19:17:47,1106882267,dva,3.068,18.51,Bajo
911,2005-02-18 08:12:51,1108743171,dva,2.63,19.55,Bajo
912,2005-03-16 18:47:41,1111024061,dva,2.63,19.33,Bajo
913,2012-01-04 21:00:51,1325739651,dva,178.61,18.83,Alto
914,2012-07-24 23:41:11,1343198471,dva,155.34,17.37,Alto
915,2013-04-25 04:44:46,1366890286,dva,190.15,22.3,Alto
916,2004-06-07 21:43:36,1086669816,dvn,0.756,8.03,Alto
917,2004-09-18 12:16:46,1095535006,dvn,0.661,8.78,Alto
918,2004-11-12 17:03:54,1100307834,dvn,0.629,9.12,Alto
919,2005-01-23 10:45:49,1106505949,dvn,0.629,9.46,Bajo
920,2005-03-18 12:17:49,1111173469,dvn,0.582,10.98,Bajo
921,2011-09-02 15:03:38,1315001018,dvn,37.01,4.75,Alto
922,2011-11-02 22:04:47,1320296687,dvn,37.01,4.81,Alto
923,2012-01-03 16:04:20,1325635460,dvn,43.87,5.84,Alto
924,2012-04-20 10:23:14,1334942594,dvn,45.64,5.83,Alto
925,2012-06-21 21:52:32,1340340752,dvn,49.37,4.81,Bajo
926,2012-08-18 10:30:11,1345311011,dvn,47.71,9.95,Bajo
927,2012-11-04 09:59:54,1352051994,dvn,47.71,9.75,Bajo
928,2004-06-10 18:07:09,1086916029,ebay,0.018,106.86,Alto
929,2004-08-11 21:10:35,1092283835,ebay,0.022,80.06,Alto
930,2004-08-27 09:07:08,1093622828,ebay,0.022,90.58,Alto
931,2004-10-12 07:07:14,1097590034,ebay,0.022,98.25,Alto
932,2004-11-19 09:31:01,1100885461,ebay,0.02,104.64,Alto
933,2004-11-30 08:13:53,1101831233,ebay,0.02,106.68,Alto
934,2004-12-04 14:35:23,1102199723,ebay,0.02,110.24,Alto
935,2005-04-03 17:58:14,1112576294,ebay,0.018,65.04,Bajo
936,2005-06-16 08:07:39,1118934459,ebay,2.566,61.62,Bajo
937,2005-07-21 08:51:45,1121961105,ebay,2.566,57.54,Bajo
938,2012-03-16 01:52:19,1331887939,ebay,11.66,14.97,Bajo
939,2012-07-24 07:48:55,1343141335,ebay,11.01,15.56,Bajo
940,2012-10-14 00:21:20,1350199280,ebay,11.01,16.82,Bajo
941,2013-01-22 04:14:23,1358856863,ebay,21.65,27.24,Bajo
942,2013-05-16 18:36:59,1368754619,ebay,21.39,27.25,Bajo
943,2005-01-11 01:21:17,1105435277,ecl,0.472,28.96,Bajo
944,2011-04-06 12:14:12,1302117252,ecl,39.64,23.32,Alto
945,2012-07-24 23:22:23,1343197343,ecl,107.8,40.25,Alto
946,2013-04-23 05:09:34,1366718974,ecl,106.2,35.33,Alto
947,2013-05-10 02:43:39,1368179019,ecl,100.03,32.06,Alto
948,2004-11-16 13:23:55,1100640235,ed,0.989,19.9,Bajo
949,2005-01-23 18:32:03,1106533923,ed,0.989,19.14,Bajo
950,2011-09-27 11:47:03,1317149223,ed,93.23,15.6,Alto
951,2011-12-17 20:07:44,1324181264,ed,91.58,16.1,Alto
952,2011-12-29 06:29:02,1325168942,ed,91.58,16.75,Alto
953,2012-08-18 15:24:33,1345328673,ed,102.6,17.04,Alto
954,2012-10-15 22:36:02,1350365762,ed,102.6,16.52,Alto
955,2013-03-14 19:56:53,1363316213,ed,95.33,15.23,Bajo
956,2013-04-23 03:53:16,1366714396,ed,95.33,16.16,Alto
957,2013-05-08 20:58:33,1368071913,ed,100.78,17.45,Bajo
958,2004-10-15 00:30:05,1097825405,efx,1.707,16.83,Bajo
959,2005-01-26 16:43:34,1106786614,efx,1.476,17.96,Alto
960,2005-03-08 20:08:53,1110341333,efx,1.249,17.44,Alto
961,2011-07-18 04:56:23,1310990183,efx,57.38,16.14,Alto
962,2013-05-09 06:01:19,1368104479,efx,79.35,25.52,Alto
963,2004-04-14 06:30:54,1081949454,eix,2.691,9.64,Alto
964,2004-08-23 05:08:08,1093262888,eix,3.207,21.53,Alto
965,2004-10-24 20:51:35,1098676295,eix,3.207,23.3,Alto
966,2005-01-11 06:16:48,1105453008,eix,2.194,190.25,Alto
967,2005-04-05 05:41:42,1112704902,eix,1.75,52.01,Alto
968,2004-06-22 09:05:21,1087920321,el,0.513,31.02,Alto
969,2011-08-15 00:22:48,1313392968,el,48.54,29.74,Alto
970,2011-11-12 22:43:12,1321166592,el,48.74,29.3,Alto
971,2013-05-15 18:18:47,1368667127,el,42.07,28.96,Alto
972,2005-04-03 23:06:30,1112594790,emc,0.011,34.62,Bajo
973,2011-09-03 12:13:56,1315077236,emc,18.06,22.49,Alto
974,2011-12-29 01:50:34,1325152234,emc,18.22,21.32,Alto
975,2012-01-03 15:23:04,1325632984,emc,18.22,21.78,Alto
976,2012-03-24 13:58:38,1332622718,emc,17.18,26.55,Alto
977,2012-04-24 07:00:04,1335276004,emc,8.16,23.87,Alto
978,2012-06-30 12:39:08,1341085148,emc,8.16,22.21,Alto
979,2012-07-01 14:47:35,1341179255,emc,8.16,22.21,Alto
980,2012-09-11 12:28:18,1347391698,emc,7.76,22.63,Alto
981,2012-11-07 19:47:51,1352346471,emc,7.48,20.19,Alto
982,2013-04-22 02:51:53,1366624313,emc,7.27,17.42,Alto
983,2013-05-10 13:21:21,1368217281,emc,7.11,18.56,Alto
984,2005-01-20 15:14:36,1106262876,emn,1.989,32.31,Alto
985,2011-08-10 04:05:37,1312974337,emn,83.95,9.93,Alto
986,2013-05-10 15:20:32,1368224432,emn,150.03,19.56,Alto
987,2004-11-24 10:48:17,1101322097,emr,0.558,22.82,Bajo
988,2005-04-03 23:23:35,1112595815,emr,0.544,20.58,Bajo
989,2011-04-18 00:44:34,1303112674,emr,49.91,19.74,Bajo
990,2011-11-18 12:04:21,1321646661,emr,49.29,15.13,Bajo
991,2012-07-27 12:44:58,1343418298,emr,54.87,14.76,Bajo
992,2013-04-23 09:20:05,1366734005,emr,51.37,19.27,Bajo
993,2013-05-13 08:03:38,1368457418,emr,51.94,20.55,Bajo
994,2004-08-31 09:10:27,1093968627,eog,0.438,15.7,Bajo
995,2004-10-26 09:06:00,1098806760,eog,0.438,18.98,Alto
996,2005-01-11 01:21:21,1105435281,eog,0.39,16.38,Alto
997,2005-03-24 10:06:34,1111683994,eog,0.366,17.52,Bajo
998,2011-05-14 16:46:10,1305416770,eog,44.81,151.28,Alto
999,2011-05-16 03:52:58,1305543178,eog,44.81,151.28,Alto
1000,2011-11-06 03:41:52,1320579712,eog,43.8,63.99,Alto
1001,2012-06-14 07:25:49,1339683949,eog,38.6,19.47,Alto
1002,2013-06-02 08:22:37,1370186557,eog,45.91,47.17,Alto
1003,2011-11-16 00:14:53,1321431293,eqr,143.47,17.77,Alto
1004,2013-07-01 01:13:08,1372666388,eqr,112.7,10.66,Alto
1005,2004-09-09 13:13:57,1094760837,eqt,0.933,12.01,Bajo
1006,2005-01-09 17:04:50,1105319090,eqt,1.118,13.03,Alto
1007,2005-02-07 15:31:53,1107819113,eqt,1.118,12.85,Alto
1008,2005-03-06 10:49:09,1110134949,eqt,1.092,13.63,Alto
1009,2013-05-13 16:28:49,1368487729,eqt,63.81,53.87,Bajo
1010,2004-05-18 10:01:38,1084899698,esrx,0.473,23.29,Bajo
1011,2004-09-19 12:15:32,1095621332,esrx,0.318,18.75,Bajo
1012,2005-02-19 21:29:46,1108877386,esrx,0.345,22.72,Bajo
1013,2005-04-27 12:58:19,1114631899,esrx,0.29,22.12,Alto
1014,2011-09-26 05:04:32,1317038672,esrx,223.66,15.86,Bajo
1015,2011-11-08 07:13:44,1320765224,esrx,184.28,18.54,Bajo
1016,2012-03-12 11:06:46,1331575606,esrx,326.49,21.42,Bajo
1017,2012-03-24 15:06:18,1332626778,esrx,326.49,20.83,Bajo
1018,2013-04-22 02:32:58,1366623178,esrx,68.03,31.57,Bajo
1019,2013-05-08 22:20:39,1368076839,esrx,61.14,36.11,Bajo
1020,2004-11-10 19:48:37,1100144917,esv,0.261,49.01,Bajo
1021,2005-01-28 12:42:17,1106944937,esv,0.261,56.52,Alto
1022,2013-05-10 05:03:29,1368187409,esv,40.03,11.68,Alto
1023,2004-03-31 13:01:30,1080763290,etn,0.627,22.15,Bajo
1024,2004-06-20 22:05:38,1087794338,etn,0.645,21.29,Alto
1025,2005-04-12 11:30:14,1113330614,etn,0.492,15.3,Alto
1026,2011-11-15 09:22:41,1321377761,etn,48.74,12.48,Bajo
1027,2012-04-03 21:34:07,1333514047,etn,50.39,12.57,Bajo
1028,2012-07-15 20:05:22,1342407922,etn,47.22,9.49,Bajo
1029,2013-05-12 10:24:52,1368379492,etn,66.59,19.51,Bajo
1030,2004-12-04 17:43:23,1102211003,etr,0.88,20.99,Alto
1031,2005-03-06 08:14:48,1110125688,etr,0.88,23.0,Alto
1032,2012-11-12 05:53:54,1352728434,etr,136.54,16.34,Bajo
1033,2004-09-23 16:21:25,1095981685,ew,0.534,452.28,Alto
1034,2011-01-08 04:15:09,1294488909,ew,8.16,46.75,Alto
1035,2011-04-20 15:52:58,1303339978,ew,3.2,45.56,Alto
1036,2011-08-02 21:36:38,1312346198,ew,12.62,35.82,Alto
1037,2011-12-30 03:42:18,1325245338,ew,12.92,35.91,Alto
1038,2012-06-25 17:03:25,1340669005,ew,12.9,50.69,Alto
1039,2013-04-23 08:19:45,1366730385,ew,12.8,33.72,Alto
1040,2013-05-10 11:49:26,1368211766,ew,12.1,21.1,Alto
1041,2005-02-05 05:41:05,1107610865,exc,1.483,17.4,Bajo
1042,2011-09-27 04:55:09,1317124509,exc,96.73,10.61,Bajo
1043,2013-04-22 02:24:22,1366622662,exc,90.61,25.83,Bajo
1044,2004-11-11 10:08:38,1100196518,expd,1.973,39.49,Alto
1045,2004-12-17 14:12:02,1103321522,expd,1.973,39.27,Alto
1046,2005-02-28 19:31:13,1109647873,expd,0.003,39.31,Alto
1047,2011-10-01 08:47:58,1317484078,expe,54.59,16.56,Alto
1048,2011-11-19 18:16:49,1321755409,expe,54.16,16.3,Alto
1049,2013-02-06 13:07:55,1360184875,expe,50.53,27.25,Alto
1050,2013-05-24 04:30:36,1369395036,expr,53.57,12.25,Bajo
1051,2011-11-02 02:48:36,1320227316,f,842.06,6.39,Bajo
1052,2011-11-04 15:11:26,1320444686,f,842.06,6.46,Bajo
1053,2011-12-29 01:30:21,1325151021,f,578.68,6.31,Bajo
1054,2012-01-01 09:11:12,1325437872,f,578.68,6.45,Bajo
1055,2012-03-02 01:01:59,1330678919,f,660.13,2.56,Bajo
1056,2012-03-04 02:49:46,1330858186,f,660.13,2.57,Bajo
1057,2012-03-07 01:15:09,1331111709,f,660.13,2.45,Bajo
1058,2012-07-01 11:58:39,1341169119,f,603.54,2.03,Bajo
1059,2012-07-15 20:24:08,1342409048,f,603.54,1.97,Bajo
1060,2012-09-11 10:27:17,1347384437,f,584.91,2.3,Bajo
1061,2012-10-20 16:56:29,1350777389,f,584.91,2.31,Bajo
1062,2012-11-27 11:35:21,1354044921,f,525.73,2.52,Bajo
1063,2013-01-26 03:04:52,1359198292,f,525.73,3.1,Bajo
1064,2013-05-16 18:18:52,1368753532,f,599.03,10.03,Bajo
1065,2004-06-20 22:25:21,1087795521,fast,5.838,44.76,Bajo
1066,2004-11-30 16:35:19,1101861319,fast,6.029,39.68,Alto
1067,2013-04-25 22:41:17,1366954877,fb,20.04,742.67,Bajo
1068,2005-01-30 12:33:11,1107117191,fcx,1.677,46.64,Bajo
1069,2005-03-01 04:06:30,1109678790,fcx,1.677,54.24,Bajo
1070,2005-04-04 23:29:17,1112682557,fcx,1.677,50.79,Bajo
1071,2011-11-03 05:07:08,1320322028,fcx,19.58,6.95,Bajo
1072,2011-11-07 23:40:42,1320738042,fcx,19.58,7.21,Bajo
1073,2012-01-03 13:31:09,1325626269,fcx,19.58,6.43,Bajo
1074,2012-03-05 02:19:30,1330942770,fcx,19.06,8.79,Bajo
1075,2012-03-28 20:36:00,1332992160,fcx,19.06,7.82,Bajo
1076,2012-06-26 21:46:59,1340772419,fcx,18.24,7.88,Bajo
1077,2013-04-04 23:55:33,1365144933,fcx,16.55,9.94,Bajo
1078,2013-04-23 18:55:15,1366768515,fcx,46.19,9.24,Bajo
1079,2013-04-25 01:58:55,1366880335,fcx,46.19,9.7,Bajo
1080,2004-04-23 18:26:24,1082769984,fdo,2.027,21.72,Bajo
1081,2004-08-25 20:57:26,1093492646,fdo,1.922,17.31,Bajo
1082,2005-01-27 03:16:50,1106824610,fdo,1.751,21.23,Bajo
1083,2005-02-07 03:55:28,1107777328,fdo,1.751,23.42,Bajo
1084,2005-04-16 01:36:46,1113640606,fdo,1.67,18.75,Bajo
1085,2011-11-13 08:24:05,1321201445,fdo,50.46,18.82,Alto
1086,2012-03-24 16:35:31,1332632131,fdo,52.92,17.83,Alto
1087,2012-07-22 11:55:42,1342983342,fdo,40.57,18.8,Alto
1088,2012-10-15 12:24:52,1350329092,fdo,42.19,18.55,Alto
1089,2012-11-06 17:49:13,1352252953,fdo,42.19,18.56,Alto
1090,2013-04-23 18:21:45,1366766505,fdo,49.04,17.35,Alto
1091,2013-05-13 03:43:46,1368441826,fdo,49.04,17.29,Bajo
1092,2004-06-23 02:27:41,1087982861,fdx,0.518,33.69,Bajo
1093,2004-08-03 14:18:06,1091567886,fdx,0.446,29.95,Alto
1094,2005-01-09 06:06:34,1105279594,fdx,0.4,22.19,Alto
1095,2005-03-20 10:15:31,1111338931,fdx,0.374,20.79,Alto
1096,2005-04-05 00:22:23,1112685743,fdx,0.374,20.09,Alto
1097,2011-09-02 15:22:28,1315002148,fdx,11.07,16.54,Bajo
1098,2011-11-03 10:49:35,1320342575,fdx,10.62,16.68,Bajo
1099,2012-01-03 14:32:28,1325629948,fdx,10.55,15.19,Bajo
1100,2012-03-22 22:20:56,1332480056,fdx,10.55,16.82,Bajo
1101,2012-06-21 23:11:28,1340345488,fdx,11.32,14.14,Bajo
1102,2012-09-18 09:12:56,1347984776,fdx,11.32,13.93,Bajo
1103,2012-11-16 18:58:41,1353121121,fdx,15.7,13.44,Bajo
1104,2012-11-23 07:48:03,1353685683,fdx,15.7,13.69,Bajo
1105,2013-04-23 04:25:44,1366716344,fdx,13.92,16.2,Bajo
1106,2013-05-09 10:56:41,1368122201,fdx,13.92,17.85,Bajo
1107,2004-09-30 06:27:57,1096550877,fe,1.308,19.7,Alto
1108,2005-04-11 23:07:15,1113286035,fe,1.247,15.83,Alto
1109,2010-12-01 15:57:37,1291247857,fe,168.57,12.95,Bajo
1110,2011-10-23 12:03:14,1319396594,fe,148.3,26.3,Alto
1111,2011-11-14 08:12:00,1321287120,fe,135.71,18.23,Alto
1112,2011-12-28 15:50:09,1325116209,fe,135.71,17.95,Alto
1113,2012-07-25 22:49:37,1343281777,fe,137.75,17.98,Alto
1114,2013-05-12 05:27:18,1368361638,fis,67.84,25.11,Bajo
1115,2011-07-19 20:19:13,1311131953,fisv,106.92,18.9,Alto
1116,2012-07-31 04:13:06,1343733186,fisv,108.18,20.91,Alto
1117,2012-08-18 18:30:13,1345339813,fisv,107.87,17.89,Alto
1118,2013-02-06 16:21:03,1360196463,fisv,105.86,19.47,Alto
1119,2013-05-12 03:16:34,1368353794,fisv,115.79,20.49,Alto
1120,2004-02-15 20:43:28,1076906608,fl,0.266,20.1,Bajo
1121,2005-02-12 04:09:34,1108210174,fl,0.209,17.65,Alto
1122,2013-02-10 22:02:20,1360562540,fl,5.81,14.34,Alto
1123,2013-05-21 07:50:53,1369147853,fl,5.6,14.18,Bajo
1124,2004-09-13 21:06:55,1095134815,flir,0.891,38.64,Bajo
1125,2004-11-16 13:42:16,1100641336,flir,0.779,35.07,Bajo
1126,2005-01-29 04:27:16,1107001636,flir,0.779,34.41,Bajo
1127,2005-04-20 01:56:57,1113987417,flir,0.656,26.85,Bajo
1128,2011-11-15 11:45:28,1321386328,flir,16.01,19.68,Bajo
1129,2004-05-17 09:25:58,1084811158,flr,0.332,16.51,Bajo
1130,2004-09-23 13:20:27,1095970827,flr,0.32,19.74,Alto
1131,2011-05-19 09:03:35,1305821015,flr,2.41,34.25,Alto
1132,2004-06-20 14:38:42,1087767522,fls,1.121,22.88,Alto
1133,2005-03-17 17:03:22,1111104202,fls,1.073,24.75,Alto
1134,2013-05-06 01:01:03,1367827263,fls,59.91,17.89,Alto
1135,2012-10-01 16:38:33,1349134713,fmc,61.77,20.42,Alto
1136,2013-05-15 01:20:53,1368606053,fmc,86.1,20.31,Alto
1137,2004-09-30 15:30:08,1096583408,fosl,0.009,28.97,Alto
1138,2004-10-23 06:00:16,1098536416,fosl,0.009,26.57,Alto
1139,2010-12-24 17:32:54,1293240774,fosl,0.79,21.56,Alto
1140,2011-08-15 01:21:29,1313396489,fosl,0.94,22.72,Alto
1141,2012-02-18 04:01:15,1329566475,fosl,1.39,28.03,Alto
1142,2013-02-06 17:04:58,1360199098,fosl,15.89,20.88,Alto
1143,2013-04-26 13:17:02,1367007422,fosl,6.28,16.97,Alto
1144,2004-02-15 14:35:27,1076884527,frx,5.198,36.39,Alto
1145,2005-02-19 21:17:49,1108876669,frx,5.486,17.08,Bajo
1146,2005-03-07 10:15:27,1110219327,frx,5.486,17.71,Bajo
1147,2005-04-14 19:22:43,1113531763,frx,5.486,14.1,Bajo
1148,2011-09-03 08:40:17,1315064417,fslr,9.82,15.36,Alto
1149,2011-10-22 04:01:28,1319281288,fslr,9.82,9.17,Alto
1150,2011-11-03 07:46:55,1320331615,fslr,15.11,7.76,Alto
1151,2011-11-06 18:50:47,1320634247,fslr,15.11,8.14,Alto
1152,2012-01-04 01:49:33,1325670573,fslr,15.15,5.88,Alto
1153,2012-11-03 07:39:42,1351953582,fti,87.59,23.97,Alto
1154,2013-04-22 02:14:16,1366622056,fti,88.54,27.65,Alto
1155,2013-05-11 08:06:27,1368284787,fti,89.08,31.11,Alto
1156,2011-09-02 15:22:28,1315002148,ftr,166.03,44.66,Bajo
1157,2011-11-02 14:37:52,1320269872,ftr,166.03,37.55,Bajo
1158,2012-01-02 07:53:12,1325519592,ftr,171.56,31.99,Bajo
1159,2012-03-10 13:26:52,1331414812,ftr,185.72,29.47,Bajo
1160,2012-10-17 23:49:11,1350542951,ftr,191.32,48.4,Bajo
1161,2012-11-06 05:50:30,1352209830,ftr,191.32,46.4,Bajo
1162,2013-04-22 01:53:54,1366620834,ftr,217.09,31.0,Bajo
1163,2013-05-07 08:20:11,1367940011,ftr,217.09,31.46,Bajo
